"STATISTIC Label","Month","Taxation Class","UNIT","VALUE"
"Vehicles Licensed for the First Time","2011 November","Secondhand Tractors","Number","170"
"Vehicles Licensed for the First Time","2011 November","Secondhand Other Vehicles","Number","294"
"Vehicles Licensed for the First Time","2011 November","Secondhand Motor Cycles","Number","96"
"Vehicles Licensed for the First Time","2011 December","All Vehicles","Number","5053"
"Vehicles Licensed for the First Time","2011 December","New Vehicles","Number","1067"
"Vehicles Licensed for the First Time","2011 December","New Private Cars","Number","597"
"Vehicles Licensed for the First Time","2011 December","New Goods Vehicles","Number","292"
"Vehicles Licensed for the First Time","2011 December","New Tractors","Number","76"
"Vehicles Licensed for the First Time","2011 December","New Motor Cycles","Number","28"
"Vehicles Licensed for the First Time","2011 December","New Exempt Vehicles","Number","51"
"Vehicles Licensed for the First Time","2011 December","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","23"
"Vehicles Licensed for the First Time","2011 December","Secondhand Vehicles","Number","3986"
"Vehicles Licensed for the First Time","2011 December","Secondhand Private Cars","Number","3111"
"Vehicles Licensed for the First Time","2011 December","Secondhand Goods Vehicles","Number","401"
"Vehicles Licensed for the First Time","2011 December","Secondhand Tractors","Number","175"
"Vehicles Licensed for the First Time","2011 December","Secondhand Other Vehicles","Number","233"
"Vehicles Licensed for the First Time","2011 December","Secondhand Motor Cycles","Number","66"
"Vehicles Licensed for the First Time","2012 January","All Vehicles","Number","19770"
"Vehicles Licensed for the First Time","2012 January","New Vehicles","Number","16392"
"Vehicles Licensed for the First Time","2012 January","New Private Cars","Number","14507"
"Vehicles Licensed for the First Time","2012 January","New Goods Vehicles","Number","1082"
"Vehicles Licensed for the First Time","2012 January","New Tractors","Number","234"
"Vehicles Licensed for the First Time","2012 January","New Motor Cycles","Number","90"
"Vehicles Licensed for the First Time","2012 January","New Exempt Vehicles","Number","403"
"Vehicles Licensed for the First Time","2012 January","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","76"
"Vehicles Licensed for the First Time","2012 January","Secondhand Vehicles","Number","3378"
"Vehicles Licensed for the First Time","2012 January","Secondhand Private Cars","Number","2624"
"Vehicles Licensed for the First Time","2012 January","Secondhand Goods Vehicles","Number","322"
"Vehicles Licensed for the First Time","2012 January","Secondhand Tractors","Number","168"
"Vehicles Licensed for the First Time","2012 January","Secondhand Other Vehicles","Number","194"
"Vehicles Licensed for the First Time","2012 January","Secondhand Motor Cycles","Number","70"
"Vehicles Licensed for the First Time","2012 February","All Vehicles","Number","17608"
"Vehicles Licensed for the First Time","2012 February","New Vehicles","Number","13397"
"Vehicles Licensed for the First Time","2012 February","New Private Cars","Number","10993"
"Vehicles Licensed for the First Time","2012 February","New Goods Vehicles","Number","1455"
"Vehicles Licensed for the First Time","2012 February","New Tractors","Number","198"
"Vehicles Licensed for the First Time","2012 February","New Motor Cycles","Number","97"
"Vehicles Licensed for the First Time","2012 February","New Exempt Vehicles","Number","527"
"Vehicles Licensed for the First Time","2012 February","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","127"
"Vehicles Licensed for the First Time","2012 February","Secondhand Vehicles","Number","4211"
"Vehicles Licensed for the First Time","2012 February","Secondhand Private Cars","Number","3312"
"Vehicles Licensed for the First Time","2012 February","Secondhand Goods Vehicles","Number","415"
"Vehicles Licensed for the First Time","2012 February","Secondhand Tractors","Number","162"
"Vehicles Licensed for the First Time","2012 February","Secondhand Other Vehicles","Number","222"
"Vehicles Licensed for the First Time","2012 February","Secondhand Motor Cycles","Number","100"
"Vehicles Licensed for the First Time","2012 March","All Vehicles","Number","17171"
"Vehicles Licensed for the First Time","2012 March","New Vehicles","Number","12568"
"Vehicles Licensed for the First Time","2012 March","New Private Cars","Number","10581"
"Vehicles Licensed for the First Time","2012 March","New Goods Vehicles","Number","1155"
"Vehicles Licensed for the First Time","2012 March","New Tractors","Number","187"
"Vehicles Licensed for the First Time","2012 March","New Motor Cycles","Number","82"
"Vehicles Licensed for the First Time","2012 March","New Exempt Vehicles","Number","472"
"Vehicles Licensed for the First Time","2012 March","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","91"
"Vehicles Licensed for the First Time","2012 March","Secondhand Vehicles","Number","4603"
"Vehicles Licensed for the First Time","2012 March","Secondhand Private Cars","Number","3642"
"Vehicles Licensed for the First Time","2012 March","Secondhand Goods Vehicles","Number","346"
"Vehicles Licensed for the First Time","2012 March","Secondhand Tractors","Number","184"
"Vehicles Licensed for the First Time","2012 March","Secondhand Other Vehicles","Number","279"
"Vehicles Licensed for the First Time","2012 March","Secondhand Motor Cycles","Number","152"
"Vehicles Licensed for the First Time","2012 April","All Vehicles","Number","15417"
"Vehicles Licensed for the First Time","2012 April","New Vehicles","Number","11263"
"Vehicles Licensed for the First Time","2012 April","New Private Cars","Number","9388"
"Vehicles Licensed for the First Time","2012 April","New Goods Vehicles","Number","1047"
"Vehicles Licensed for the First Time","2012 April","New Tractors","Number","176"
"Vehicles Licensed for the First Time","2012 April","New Motor Cycles","Number","101"
"Vehicles Licensed for the First Time","2012 April","New Exempt Vehicles","Number","454"
"Vehicles Licensed for the First Time","2012 April","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","97"
"Vehicles Licensed for the First Time","2012 April","Secondhand Vehicles","Number","4154"
"Vehicles Licensed for the First Time","2012 April","Secondhand Private Cars","Number","3193"
"Vehicles Licensed for the First Time","2012 April","Secondhand Goods Vehicles","Number","373"
"Vehicles Licensed for the First Time","2012 April","Secondhand Tractors","Number","121"
"Vehicles Licensed for the First Time","2012 April","Secondhand Other Vehicles","Number","300"
"Vehicles Licensed for the First Time","2012 April","Secondhand Motor Cycles","Number","167"
"Vehicles Licensed for the First Time","2012 May","All Vehicles","Number","14412"
"Vehicles Licensed for the First Time","2012 May","New Vehicles","Number","9895"
"Vehicles Licensed for the First Time","2012 May","New Private Cars","Number","7986"
"Vehicles Licensed for the First Time","2012 May","New Goods Vehicles","Number","1049"
"Vehicles Licensed for the First Time","2012 May","New Tractors","Number","251"
"Vehicles Licensed for the First Time","2012 May","New Motor Cycles","Number","127"
"Vehicles Licensed for the First Time","2012 May","New Exempt Vehicles","Number","360"
"Vehicles Licensed for the First Time","2012 May","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","122"
"Vehicles Licensed for the First Time","2012 May","Secondhand Vehicles","Number","4517"
"Vehicles Licensed for the First Time","2012 May","Secondhand Private Cars","Number","3394"
"Vehicles Licensed for the First Time","2012 May","Secondhand Goods Vehicles","Number","400"
"Vehicles Licensed for the First Time","2012 May","Secondhand Tractors","Number","186"
"Vehicles Licensed for the First Time","2012 May","Secondhand Other Vehicles","Number","322"
"Vehicles Licensed for the First Time","2012 May","Secondhand Motor Cycles","Number","215"
"Vehicles Licensed for the First Time","2012 June","All Vehicles","Number","11517"
"Vehicles Licensed for the First Time","2012 June","New Vehicles","Number","7320"
"Vehicles Licensed for the First Time","2012 June","New Private Cars","Number","5481"
"Vehicles Licensed for the First Time","2012 June","New Goods Vehicles","Number","998"
"Vehicles Licensed for the First Time","2012 June","New Tractors","Number","240"
"Vehicles Licensed for the First Time","2012 June","New Motor Cycles","Number","82"
"Vehicles Licensed for the First Time","2012 June","New Exempt Vehicles","Number","390"
"Vehicles Licensed for the First Time","2012 June","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","129"
"Vehicles Licensed for the First Time","2012 June","Secondhand Vehicles","Number","4197"
"Vehicles Licensed for the First Time","2012 June","Secondhand Private Cars","Number","3059"
"Vehicles Licensed for the First Time","2012 June","Secondhand Goods Vehicles","Number","393"
"Vehicles Licensed for the First Time","2012 June","Secondhand Tractors","Number","184"
"Vehicles Licensed for the First Time","2012 June","Secondhand Other Vehicles","Number","368"
"Vehicles Licensed for the First Time","2012 June","Secondhand Motor Cycles","Number","193"
"Vehicles Licensed for the First Time","2012 July","All Vehicles","Number","12113"
"Vehicles Licensed for the First Time","2012 July","New Vehicles","Number","7944"
"Vehicles Licensed for the First Time","2012 July","New Private Cars","Number","6164"
"Vehicles Licensed for the First Time","2012 July","New Goods Vehicles","Number","1016"
"Vehicles Licensed for the First Time","2012 July","New Tractors","Number","168"
"Vehicles Licensed for the First Time","2012 July","New Motor Cycles","Number","84"
"Vehicles Licensed for the First Time","2012 July","New Exempt Vehicles","Number","376"
"Vehicles Licensed for the First Time","2012 July","New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)","Number","136"
"Vehicles Licensed for the First Time","2012 July","Secondhand Vehicles","Number","4169"
"Vehicles Licensed for the First Time","2012 July","Secondhand Private Cars","Number","3143"
"Vehicles Licensed for the First Time","2012 July","Secondhand Goods Vehicles","Number","384"
